"143272";"40409"
"44792967";"129605"
"86943830";"49419"
"89918237";"59435"
"131987732";"126442"
"138926390";"129783"
"180075353";"14892"
"182692836";"80012"
"188469445";"76770"
"203152053";"1684"
"226064033";"115657"
"238094397";"39788"
"238237022";"109338"
"249468002";"36005"
"250283692";"80036"
"277175418";"34884"
"287397617";"65114"
"302122643";"32913"
"313081765";"116103"
"346312674";"undefined"
"358845585";"92193"
"388813043";"undefined"
"410203298";"136082"
"414473458";"136078"
"415379468";"132027"
"438031393";"77736"
"438741399";"81327"
"490022233";"111"
"495841164";"133893"
"508312633";"115657"
"535525770";"56949"
"537206252";"131760"
"553084743";"61814"
"588626721";"137086"
"638217788";"undefined"
"662253522";"121212"
"675069681";"126019"
"731300860";"55085"
"735300826";"14892"
"737748541";"50017"
"763115806";"undefined"
"786051591";"75739"
"795257463";"75373"
"808430708";"81272"
"811872399";"137366"
"818389528";"34884"
"818928020";"57905"
"838414761";"132225"
"841619027";"36639"
"847908989";"39852"
"853027437";"80586"
"860273427";"36811"
"874702484";"123748"
"895474814";"81112"
"960136667";"36811"
"964558557";"125605"
"991380249";"92331"
"995586594";"38739"
"1021012641";"43467"
"1027210283";"81327"
"1075168512";"81216"
"1075806418";"123748"
"1100564315";"128102"
"1103597818";"34781"
"1113516971";"37298"
"1118073888";"36601"
"1118332571";"98825"
"1119965230";"33177"
"1135794459";"37112"
"1143800052";"undefined"
"1162097330";"80962"
"1163553558";"136944"
"1204322943";"115657"
"1215051735";"38317"
"1222204119";"98824"
"1227479051";"undefined"
"1284081798";"59435"
"1295984888";"92331"
"1334137512";"33177"
"1381591962";"undefined"
"1399382990";"111"
"1444476634";"33686"
"1448838177";"128066"
"1457803668";"129479"
"1477840635";"133091"
"1488829719";"100233"
"1573201728";"undefined"
"1586627971";"56949"
"1609613726";"80012"
"1612839848";"44735"
"1615426787";"123295"
"1643733903";"86739"
"1677163274";"108781"
"1692680977";"78191"
"1737897289";"61865"
"1746142877";"105957"
"1749142946";"19833"
"1768192100";"134394"
"1807953594";"80698"
"1809058702";"205"
"1864301368";"129783"
"1872010768";"117282"
"1893002483";"undefined"
"1930485705";"90940"
"1935966009";"90940"
"1984664722";"52483"
"2003503349";"50017"
"2012794081";"113467"
"2013187675";"130028"
"2032730140";"126442"
"2089490132";"80893"
"2106259936";"11014"
"2110818720";"81327"
"2117762848";"133119"
"2124205031";"100483"
"2124955305";"54460"
"2126933984";"79004"
"2130369032";"93006"
"2145566263";"undefined"
