6.132321152323191527e+00;1.094251045936383093e+01;1.174156725990826011e+01;-2.001843290908265960e+00;5.626054727039596637e-01;-4.889865697445108100e-02;4.948152098351226158e-01;-5.917930681811121030e-01;9.025171727655648679e-01;-2.639300368027293953e+00;1.776844433640386578e+00;-1.310588730594435036e+00;1.427378947665702835e+00;-6.453744751272350033e-01;-7.232712010743549413e-01;7.379012334671815054e-01;-4.243644950489903755e-01;-5.820659905517736044e-02;-2.503346141865556151e-01;1.992305319988036061e+00;-5.100312967413352938e-01;2.794882758370396569e+00;-1.766273395791384537e+00;-2.845450900556273366e-01;-1.486926776072513334e+00;-6.774309551554756892e-01;1.854681826635735886e+00;-1.619332430582217874e+00;-7.305272005379863653e-01;-2.054760208416451572e+00
4.118317090878832687e+00;1.277783124870479270e+01;1.016985770353842611e+01;-4.100296848750350498e-01;-1.706631310295454229e+00;-2.026214538539345966e+00;2.306006251539088336e-01;-3.130947693694787204e-01;1.905294575434937077e-01;-1.630962971321289201e+00;-1.071275116783735881e-01;1.490263645087475108e+00;-1.338029561858533056e-01;2.456024307067922408e+00;4.310972658052861561e+00;1.296359949723874472e+00;-2.612392395596109473e+00;-2.875776326424821505e+00;-1.194348105472895494e+00;-1.350849851999179174e+00;-8.035387157475762376e-02;-8.865049258793218367e-01;1.717425100409613714e+00;8.748255393656829693e-01;-1.945764663018857699e-02;-1.230569174336620719e+00;1.569175865378514834e-01;8.935810184462937844e-01;-4.611739182572673346e-01;-6.825340542775589769e-01
5.511208461981629725e+00;1.664837004211897664e+01;1.698857870294599692e+01;-1.516028476190498964e+00;-3.882684753275145173e+00;3.346049716884966219e-01;-3.982718749959369142e-01;-1.841377690718688287e+00;-1.447760468220376795e-01;-2.006984143483870886e-01;-3.893092217480477180e-01;-1.833402801959495898e+00;-8.826283076784593312e-03;-1.942808828558873158e+00;-2.477222681038039886e-01;7.624215285088230543e-01;-4.593902664252769164e-01;-2.147038009912537876e-02;2.598115628566374902e+00;1.259029823043394059e+00;1.192715115413514937e+00;-9.026305829988556795e-02;6.164726242551994417e-01;-1.348793542310203986e+00;-1.445996804116689960e+00;2.533768980933459591e-01;-5.930163583649615822e-01;6.726555848124834425e-01;-6.293580483337599674e-01;2.566135917912216957e+00
4.074909816141681240e+00;1.347742090762041123e+01;1.184260844128725587e+01;-3.472900491893255559e+00;4.262677586781341565e-01;8.211238865917693808e-01;-1.040631491885205318e+00;3.130535535529705982e+00;3.250669709965964493e+00;-1.515294184398853661e+00;9.063300894275916342e-01;2.576060740079018974e+00;-1.593947682863173343e+00;9.905415769196940223e-01;-4.977670988498580362e-01;-1.989222937074883291e+00;1.260611230728514442e+00;1.712120879946929630e+00;-3.981403579020489136e+00;1.101871576491008531e+00;5.140231090874851638e-01;-3.152128507340901553e+00;-2.665683693566966439e-01;-1.742325014135440053e+00;3.056862101785181807e+00;-1.662749373038672429e+00;5.589858570239004676e-01;1.404270519374595461e+00;-2.229323112805284279e-01;1.954377483767814727e+00
4.008756938416660809e+00;1.368009238402002126e+01;1.478875061886750331e+01;-2.987058606406940986e-01;-2.582186490752836239e+00;-1.906609338969816880e+00;-2.240072151676648193e+00;-1.907397371928050811e+00;3.344983962441711589e-01;4.309687254061744105e-02;-2.518042646435770582e+00;-8.202886605734973635e-01;2.895100036233813623e-01;4.448041688467693766e-01;2.221579789567128815e-01;1.415867673169281638e+00;-4.639510774609863497e-01;-1.829893679474698276e+00;-5.084706294721070829e-01;-8.693710283986331167e-01;-2.486697166868761799e-01;5.008004440883530028e-01;1.063022468650923535e+00;1.496942048771030320e+00;3.742574496716516430e-01;-1.278045589297728268e+00;-1.857166711024823780e+00;1.132493307239051727e+00;-8.192439303151195507e-01;5.616254715700913502e-01
8.904127485419996546e+00;-5.088816300425601291e+00;-8.723900654136691468e-01;-7.339947051952877111e+00;7.651993842793108902e-01;-6.106761078647098273e+00;7.806909361666256597e-01;-2.185831886879967101e+00;-3.082348583976180834e+00;5.544282063484421430e-01;4.045336772734151043e-01;1.242801212072195405e-01;1.680176681653507975e-01;-2.913011278015161243e-01;6.172448369402038226e-01;1.929481486385009381e+00;-7.279515578360410410e-01;1.159664314285235864e+00;2.174305059087739522e+00;2.364159398256081845e-01;-8.318824810856706442e-01;6.622258044669733223e-01;-5.626487756589879791e-02;-1.420119415478594771e+00;2.376320033977590285e+00;-3.077707184335862323e+00;-5.614085800405395066e-01;-1.889597694817446438e+00;1.233297831727793614e+00;-1.647092770960626673e+00
6.970474313186999282e+00;-5.116958828218664657e+00;-3.492732210686596783e+00;-2.913437465006555094e+00;1.472513082005402207e+00;-3.097225763079414662e+00;-6.652618080745421603e-01;-5.414667718450720812e-01;1.295278944332003856e+00;-1.575494150091867773e+00;-1.536062333126394508e+00;-6.465832911218608592e-01;-2.131382911779498901e+00;3.785582373752066410e+00;3.482040032263081564e+00;-2.368030000303379179e+00;-3.304729768128378709e+00;-1.976040926038647561e+00;-1.147591451376941185e+00;1.592117824848353402e+00;3.339527217502096690e+00;5.409272394571948084e+00;-2.973319012380740700e-01;-1.100275300823409852e+00;3.831012065348744500e+00;6.777835798377623844e-01;2.662344437503540551e+00;2.037655346359678044e-01;2.524417207459712209e+00;1.882391462493156808e+00
9.122218486021431261e+00;-6.103219748449670412e+00;-2.129037100188678533e+00;-7.152761185849961123e+00;4.223423651100602250e+00;9.379179122443256911e-02;3.656993964282017284e+00;8.033927557920677032e-01;-5.901721315385764832e+00;-3.097005541518341065e+00;3.356779590636148614e-01;-1.335305013572898103e+00;-2.186460956998207417e-01;-4.216187264394949175e+00;1.419565545718288191e-01;2.524824022387559985e+00;4.252225871090170806e+00;-1.904716180564132721e-01;1.253844781873764136e+00;-3.765100771883186370e-01;-5.598383157961270840e-01;1.157289748847266209e+00;-1.624931866074655673e+00;9.258191931557772092e-01;-3.512526933711419552e+00;1.272143072917295115e+00;1.958351089607766715e+00;-4.256899961903289897e-01;-3.554855762560164001e-01;1.039624047160695453e+00
8.400167412614436557e+00;-4.887353379907867001e+00;-3.764354537337773476e-01;-7.153265021859354533e+00;5.547934187401216022e+00;-4.169407188394004038e+00;-6.953230769076836904e-01;-2.428268243592179854e+00;-4.299875496895843696e+00;2.507178807484891969e+00;-4.056842528160516798e-02;-2.299301006325739305e+00;1.391534659705189192e+00;1.566668346516022714e+00;-8.927067356122527775e-01;3.121520559601096423e-01;-4.318978701901286521e-01;2.216086456536911775e-01;5.545397595364249810e-01;1.018742229281941913e+00;2.431361841799493384e-01;2.511734715103871030e-01;-3.640332566132134517e-01;-1.769349562631175876e-01;3.826950099342524059e+00;5.911143097122597556e-01;3.561713531955166268e+00;-1.081219419407491777e+00;-1.023018518507238517e-01;5.732301598478868332e-01
-1.237224056266403194e+00;1.008115915667586826e+01;-9.033830883408009882e+00;-7.468082808301753417e+00;-8.464829284435511525e+00;1.107505978980702910e+00;1.368729106131094664e+00;1.751745165820880690e+00;-4.997116926670278070e-01;7.758379774846968502e-01;8.543367083885589075e-01;3.365302308002990017e+00;-1.879880191764131236e+00;-4.622518312640423455e-01;-1.279128724599448430e-01;-5.090162611969083484e-01;-1.901777640222924948e+00;-1.914050777645887491e+00;-1.210646146865195005e+00;9.878241563386139235e-02;-4.442314650314989066e+00;-3.879677398204732508e-02;-6.604734287794672420e-01;-2.317226010968463257e+00;-4.515585274269917071e-01;-2.523920544182074455e+00;2.417051635489154027e+00;9.334098356556671527e-01;-1.467688066174486217e+00;1.489793450513939410e+00
