-9.376311053956216668e+00;2.491270070544117921e-01;2.684254249770993805e+00;3.129249383296627052e+00;2.987272181580339581e+00;4.670291448346230306e-02;-4.628613223300999557e+00;3.073454947836664175e+00;5.066316412036199202e-01;-2.803531050073047037e+00;1.046960082463606723e+00;3.548044977775645314e+00;-6.245002440846393554e+00;-7.879831657517899046e+00;-2.292347906585278317e+00;1.256648811806071020e+00;9.832140323153080175e-01;1.852158068275207459e+00;-3.565639231077067706e+00;-4.837113361444123072e-01;-2.058049348099714848e+00;5.619701207688985178e+00;6.602273590540568726e+00;-2.493984468071362759e+00;-2.036705990620689466e+00;4.921621410259077178e-01;-1.279509743015891488e+00;8.662953986116197491e-01;1.231529912478813049e+00;1.951848874014505020e+00;3.854970247243021397e+00;-2.586286534306191154e+00;3.808187570048888304e+00;1.372271956790392267e+00;1.915489624750262188e+00;1.326921877345134393e-01;9.786730080721139924e-01;5.794153595673292578e-01;1.244840545586157088e+00;-3.311984700915027613e+00;-5.228201144842865133e+00;4.602355173261799770e+00
8.742072672296371749e+00;1.658995133760638785e+00;-2.559171496267826029e+00;-4.765625110581064305e+00;5.041556689844130190e+00;7.465072135375077522e+00;-3.470786258897819110e+00;-1.826197332355372627e+00;-1.468386025992880484e+00;-4.603668007242329163e-01;-2.595925398947782181e+00;-1.618051411651069138e+00;-2.934239315583230923e+00;2.680300691053331352e+00;2.458140597814244988e+00;3.310109437978556279e+00;3.273895398799648304e-01;-5.364806088768399317e-02;1.685690063877515743e-01;-1.481674648661776228e+00;-2.091856770725164516e+00;1.186330328349532559e+00;4.912257742280922712e-01;3.485739405274218772e+00;-5.598337143131451032e-01;1.735442280153693395e-01;4.283715893127155283e+00;-1.474150605558969040e+00;-1.252016669749850930e+00;8.676393215520155078e-01;-3.314301738271656084e-01;2.229684877153397249e+00;1.471672671828173851e+00;-8.940019243908361446e-01;-3.842803305597314312e-01;-7.188060066464505016e-02;-2.544024948418011078e+00;1.532782842508376708e+00;1.477651111929214167e+00;-2.616004349689652564e+00;-2.827839602571403432e+00;1.482390684379882417e+00
5.635417527398736581e+00;4.615162152936370110e-01;-5.274471363915893107e+00;-4.510079018196619494e+00;3.235203559548264218e-01;2.397437024022993857e+00;2.827042190373997066e+00;-4.671701060577792552e-01;2.441772626855846173e+00;-9.061214293498011108e-01;8.297902593474276722e-01;-3.582232276545832761e+00;-3.880783915036899234e+00;1.332460813361267427e+00;3.057930098244689532e+00;-1.517563107786585874e-01;-1.438824550271359248e+00;-3.249285173677059380e+00;3.259462187667606647e-01;1.100498934398268791e-01;1.618120047743126788e+00;-8.409777925823364031e-01;1.857295949545189728e+00;-1.883111522355531975e-01;2.107176936975919013e+00;2.463477971043244175e+00;-1.346506843792176111e+00;1.053957209672898188e+00;9.383349601555781572e-01;-2.778372136375337309e+00;1.230616063198479715e+00;-3.578455807580657400e+00;-9.645543472213686798e-01;-1.248618802477836409e+00;-1.298671312369173325e+00;2.521177602342316693e+00;-3.917214364727883980e-01;-7.152288618094705397e-01;1.225403862674468547e+00;3.353647819819010056e+00;-2.389266049791691771e+00;9.939173537355380228e-01
7.214161142830161744e+00;-7.977266244294934916e-01;-4.116730242504663906e+00;-9.897561387317463932e-01;-1.147237247176505076e-01;3.106657408827240840e-01;2.739428176874759480e+00;-1.359447657626896774e-02;-6.271627669992010379e-01;5.956309620728488241e+00;2.363461985201121163e+00;1.086895578458393130e+00;-2.329586813648131527e-01;-2.651750775459324583e+00;3.665817179285637550e+00;-2.232333248716355800e-01;1.872561437806760765e+00;-1.265188806142975464e+00;2.209965331383558773e+00;1.239160030023031211e+00;1.121745568934717996e+00;-1.063180787489590884e+00;3.114579279218179231e+00;-2.037794261089215242e-01;9.916259044803730216e-01;-9.548599163440978366e-01;5.620109208521479882e-01;2.562148053592998020e-01;2.640989742867808410e+00;-9.671389563713823634e-01;-9.710467664524384812e-01;-3.204158394270385735e+00;-3.860738349732403041e+00;-1.947592106702171755e-01;-1.376773861783516573e+00;-1.438542845848010954e+00;-2.650923920270769507e+00;-7.716354615120007976e-01;1.877051416487942381e+00;2.095946847075294439e+00;-3.089596324373854674e+00;-8.198581936812908699e-01
7.138796232644168072e+00;6.641115029900930722e+00;9.515773199314800479e+00;-7.641268333325561102e+00;-6.949650661649036998e+00;-7.467898959464118747e+00;3.612274945498052059e+00;4.642472645736274828e+00;-7.349055861142606005e-01;-3.563598366595770894e+00;-2.630051304371098908e+00;1.050178193551312811e+00;-4.797785399427838549e+00;-1.018736800675779097e+00;-2.755504180637885714e+00;-2.837694387398847162e+00;2.009877262653413599e+00;-3.915657878253755886e+00;3.273200915041363235e+00;-6.670701303439144914e-01;1.536254695160547357e+00;2.926192920545912290e+00;-1.727873373151556757e+00;1.272228181340901321e+00;-4.020714029731827566e+00;2.314895576673725142e+00;-1.617221305786120888e+00;-1.484817954616747482e+00;-1.306949518327237936e+00;3.262784472055415552e+00;-1.025232238175912025e+00;2.022187669928893483e-01;-1.569090017687904126e+00;4.962900042528773703e+00;-3.119073055691322427e+00;-2.730471514694011059e+00;-2.369191621310146711e+00;-7.139241169699952483e-01;1.519614585383291638e+00;1.918933792029658969e-01;-8.589425669466427271e-01;2.263837545349258462e-01
-8.578153809440346222e+00;-8.849853490303939696e-02;-3.567255403611196751e+00;6.161264991061404794e-01;3.780007490359420963e+00;9.884892238588417479e-01;-1.927959511074354815e+00;2.684539240172890029e+00;1.451062070171112106e+00;1.867076246296098585e+00;1.754146067974297951e+00;1.812926847947367026e+00;-1.378787224683652446e-01;4.347778128607043158e+00;-2.480628882436819449e+00;-5.668817315840525284e-01;-7.944339515366773963e-01;5.049606014324098391e-01;9.208560491429822192e-02;-3.220643361430934437e+00;5.116140646617266086e+00;9.567198867788255789e-01;1.261817099782648777e+00;9.429968673285257230e-01;-3.493464960722134638e-01;1.079919764877707689e+00;2.805903358305343875e-01;-5.594975483934562233e-01;3.079801076637167068e+00;-2.520078992724671618e+00;-1.440127329726823779e+00;3.709875120398652415e-01;5.718495526735938306e-01;2.668846581634807258e+00;1.146099681655167041e-01;1.800303161474908986e+00;-2.669817907781496746e+00;-3.358014512392027417e-01;-2.606799797684197451e+00;1.836607840611449882e+00;4.921898402451310162e-01;-2.430422262980910020e+00
-6.562542868878582958e+00;6.482232492982654470e+00;2.152682085743414131e+00;1.632379659266583793e+00;1.338353991988905589e+00;-1.748351694260993072e-01;1.139436921814236614e+00;2.813575689791663059e+00;4.321046917885050576e+00;3.084120642824157432e+00;2.131732819696543491e+00;8.239776737979126464e-01;-4.204068327401651040e+00;-3.632771606628633076e-01;5.894918011250082301e+00;5.568378320256815728e-02;-1.845157974022703318e+00;4.995024020498449957e+00;-1.520710332464911607e+00;-1.949461347834620994e+00;-1.741055182100896381e+00;-1.123117193968069083e+00;-1.870164336950349337e+00;-4.857383600574254778e+00;2.332327839027855010e+00;3.175822449871030795e+00;1.284383474663755020e+00;-1.377119673036972802e+00;2.839984425012611613e+00;-1.682183736491324133e+00;-1.620551143231949265e+00;1.729937862010046956e+00;-1.950088977274951008e+00;2.755787688311364114e+00;1.388918382268022444e+00;1.762189979175978749e+00;5.174832434603171549e-01;-2.636944227359767190e+00;-1.680499301758136665e+00;-1.242355463914013081e+00;-2.289054136485909385e+00;1.842851595789031904e+00
4.257485944127850530e+00;-1.903710304166905010e+00;-1.719325564888205760e+00;-3.557691739281513277e-01;6.493843203559145572e+00;-3.823258399652901041e+00;2.509514087538239124e+00;-5.488499490337363618e+00;2.231362128720145055e+00;-4.478226271441562822e+00;6.928227652472511711e-01;3.938604853081351664e-01;1.995403141911639366e+00;-2.903027083869245573e+00;-2.119614979854550274e+00;2.873272978714922932e+00;-2.722756348681949490e+00;3.717833855576780699e+00;1.380688604039945977e+00;-5.078555499575569954e-01;-4.037533976884731812e-01;-4.716880482391293261e-02;1.355805388902405539e+00;-2.769153465966283090e-01;1.184251064671657971e+00;3.387003281656694176e-01;-3.631215894701143920e+00;7.354470087882762908e-01;9.814056531855558374e-01;-1.932246714312056968e+00;1.513296742764083103e+00;-8.373679792131378807e-01;-6.446899879572595138e-01;3.037609076550254361e+00;7.127171228863428132e-01;4.992265062900722583e-01;1.760730028687135018e+00;1.202949486533073653e-01;-4.823574286725499927e-01;1.602052476238789991e+00;7.204710871876965905e-01;6.685033053650298873e-01
-7.517644761056873293e+00;1.070107631125796210e+01;-6.732100445749087392e-01;-2.510242556312176077e-01;-5.508398748755926277e+00;-5.763289523330783481e-02;-5.817419761695182601e+00;-2.396560233515499405e+00;5.256410138168689627e+00;3.741012556403047196e+00;-8.321657760676581805e-01;2.065984477189455326e+00;5.786168635179269160e+00;-3.464210111587128882e+00;-2.092963429789755914e+00;-1.828056281432312691e+00;-3.690143284134398627e+00;-2.158719590169798863e+00;4.849573826659351994e+00;1.005289234656609798e+00;-3.262736927217525285e+00;-5.393295773314262576e+00;1.132824856742114861e+00;2.050305326887559010e-01;3.494284673937151808e+00;-5.193164229525722320e+00;1.641238277537953261e+00;-3.600628592725340749e+00;-8.595449508276848949e-01;-2.506217168107909732e+00;-1.680962212022633517e+00;2.416367270183027216e+00;-3.131282729946524568e-01;2.491900780059100873e-01;7.150338315168381920e-01;8.336636060035378382e-01;4.371392112482176628e+00;-2.066956710985848211e+00;2.212258114987979862e+00;-2.765718529464441744e+00;9.419789182604522138e-01;1.459325336949408358e+00
8.629962656451098724e+00;-6.797660583169523596e-01;-2.996319524487052632e+00;-5.243593151122640794e-01;-2.334336262378719162e+00;-1.075919095920277568e+00;-3.541766974778699062e+00;4.413671027150818382e+00;-2.801378127392822215e+00;2.418622844527846372e+00;2.806881447394506068e+00;3.794056774441552371e-02;1.015300960256566354e+00;-9.025225764549137386e-01;-6.477561489673704820e+00;8.149432697676275428e-01;5.650178753707829626e-01;-7.270620389718606136e-01;1.956816964838406392e+00;1.503954440606775966e+00;3.769204463146020423e+00;3.304756582582997648e+00;5.999517246429091344e-01;1.239270151866827874e+00;-9.758013343439769782e-01;1.456775119027222121e-01;1.680812948782309357e+00;-3.562837704555370966e+00;4.441477365190671378e+00;-2.451153414500673922e+00;-9.708061194922510406e-01;-1.527121309020222695e+00;1.399291676071325430e+00;-4.223187367993300967e+00;2.516461710248614203e+00;-7.838561269373667262e-01;3.146413640991280403e+00;-1.092279497102979668e+00;-1.771233795305599212e+00;-5.300856236057541082e+00;-5.546058480637314769e-01;-1.226058990892509859e-01
