1.858771039640450429e+00;1.816675111667640286e+00;1.151186104137098631e+01;6.082994858727110987e+00;-3.747270873532285496e+00;-6.856089517180464554e+00;-2.208715558883314500e+00;8.527860717870391127e+00;-1.397932467198590434e+00;-4.046499060923273383e+00;-2.904353077981734810e+00;2.724552539741960544e+00;6.225924546882728450e-01;2.673470691088892792e+00;-2.044856489311785985e+00;-1.629572886540641585e+00;-6.085469619953510545e+00;-5.982059681953898256e+00;-8.156588707281862138e-01;-2.159661826135395479e+00;-7.128968802911368474e-01;-7.377220959106465248e-01;3.618857045535257555e+00;4.794425079457121264e+00;-8.344767082449214834e-01;-3.765314919676480354e+00;-5.837357382549674956e-01;2.818275266586569572e+00;5.614042278999168412e-01;8.519405598168896532e-01;2.478999149643208444e+00;3.778379508975174605e+00;-8.779168811341585554e-01;9.049178731475496784e-01;2.987768356354265187e+00;-5.316388642086880445e+00;-3.774564842730410597e+00;-8.405323365074706121e-01;-2.356382844615831473e+00;-1.252020804613607874e+00;-3.404076978399116715e+00;9.434099696718777350e-01;-3.612736265072356456e+00;1.465861444146981052e+00;3.050877607900073785e-01;-1.902988309702490222e+00;1.508432014002711208e+00
1.494765403284766059e+01;-1.261769736892995597e-01;1.542271397335030159e+00;-2.901321330191323433e+00;2.673649263542268173e+00;-2.991874087200446231e-01;-7.033682842550579295e-01;-8.182116047590374253e-01;5.244171632174660092e-01;3.487638921406531756e-01;2.711353335041258639e+00;-1.211444190330084991e+00;1.480974842884738463e+00;1.221219877953310551e+00;1.260459827325960847e+00;-4.203075404277754057e-01;1.635098789629410465e+00;-4.164671407074799769e-01;-2.137337473516346176e+00;-2.911607422818024205e+00;6.226985959037112384e-01;1.436889707684154138e-01;-2.453290450357103580e+00;3.686248607426280133e-01;9.437666303813273538e-01;-6.423769147365460119e-01;3.103110219534762626e-01;1.161062575763343041e+00;2.127477214155326646e+00;1.052300023585415634e+00;-3.561279698112073677e-01;-1.684362774090610859e+00;5.224703191671565827e-01;2.912760592034540075e-01;-6.728195423004142972e-01;-1.894444215547400612e+00;-3.221692950861318461e-01;-9.080659304995117864e-01;-8.576470931330417713e-01;3.856410643225976348e-02;6.511542922901972785e-01;4.185584338184266118e-01;-8.934829803092338985e-01;-2.139623349897169735e+00;-8.441337391621186459e-01;7.322617247178773159e-01;-2.501860756719627599e+00
3.951563698857821771e-01;-8.905861925625565334e+00;-8.358468672906548491e+00;-6.808927260961590289e-01;-2.660725651632342537e+00;-7.221682219627898469e-01;-1.297588068944536266e+00;2.157260097178146374e+00;-2.763902169030130640e+00;3.660841039655739593e+00;-6.184370902597413178e+00;4.133779360266665037e+00;-2.038293882381383426e+00;-1.905989059238961891e+00;-6.343127189674709898e-01;-4.205010172685005321e-01;-2.818073476771193464e-01;8.113863876549050058e-01;2.780947971936264196e+00;-3.267284331680092357e+00;-2.328862141882780179e+00;8.524000798771369514e-01;1.811781359428127347e-01;-1.546764734767872129e+00;-5.476289890788746284e+00;-1.532661538760313968e+00;-2.161437021934521141e+00;-9.295382236864891956e-01;4.207902052563103901e+00;4.549593517039369317e+00;-3.757229320996412492e-01;-5.191911515549063605e-01;1.542943489142206415e-01;1.893421268817517378e+00;-1.773869979492963989e+00;-5.249681730066495522e-01;1.484297665383419229e+00;6.383121761564498620e-01;-2.206237816360877846e-01;-8.019727929417812540e-01;2.047807561489837891e+00;3.316173213482390469e+00;2.370090058668113731e+00;-5.894590484761976119e-03;1.569353042204496340e+00;-1.746450723379442405e+00;1.618523369879930618e+00
3.305360744168163833e+00;2.978315270740584886e+00;5.711923803682501521e-01;1.709545850351799068e+00;-5.757532107791435649e+00;4.026110721575689055e+00;1.415618687608527715e+00;1.430736092108811031e+00;-7.714330476524423830e+00;-7.592224404051572506e+00;-1.614800935175844998e+00;7.406186267456706496e+00;4.323723485227509933e+00;-5.373009547535162467e-01;7.203787836241264397e-01;1.869029978427489747e+00;-2.322926606847050657e+00;-4.674154631805876869e-01;-1.315291089973754213e+00;-4.081923586014827299e-01;2.230553765378143982e+00;7.489038198900728471e-02;-1.098885933668658776e-01;-3.420314903414440444e+00;3.873503752319497728e+00;-2.799765547284773337e+00;4.358492478786750723e+00;5.794441849161304781e-01;1.374184027770712024e+00;-3.483312668345177610e+00;-2.684728946838027763e+00;2.515759706231787796e+00;5.510191841058503570e+00;-1.016609098259689148e+00;-3.353511868209532398e+00;-1.692054774118604055e+00;3.376540789361043515e+00;1.081766389665405947e+00;-5.557998296477680844e-01;-1.218948972250820217e+00;2.127286563429762190e+00;-2.019617808204151377e+00;5.209556145143964478e+00;5.289742124369911203e+00;-1.005800094168989439e-01;2.550511510385538472e+00;1.376495596623962925e+00
-4.710177597375625247e+00;-2.658385027274650092e+00;-7.139158109191736656e+00;3.243084291369408678e+00;-9.199960147136843069e-01;2.317353905476183584e+00;5.268100112847615701e-01;7.948395329339085436e+00;4.901704838081824556e-01;1.241827264552190391e+00;-1.129049455246015743e+00;5.979456734474806190e-01;-4.898184246531928077e-01;-1.068743341549491799e+00;-3.294201172977563985e+00;-1.259433612154123194e+00;-1.978230975544534642e+00;2.659179100907062221e+00;-2.775823863037912176e+00;5.119044720615055777e-01;-1.105392498730564776e+00;4.029564239976396678e+00;-4.604239689050950268e+00;3.143572225325235170e-01;-1.292948854151435345e+00;4.864613856553517968e-01;-2.153744370534834696e-01;1.253659180084151670e+00;6.968381061092894235e-01;4.024166837866873792e-01;2.872597494604264057e+00;-6.962847281300411639e-01;-7.962391202863422501e-01;-1.513200461833344335e+00;-2.036629463268575968e+00;-3.005073045219627925e+00;-4.391275005690039451e-02;2.646967445581517087e+00;5.163348794063092884e-01;1.211595428889368914e-01;2.241035295032880736e-01;-2.591038863165291417e+00;-1.982160514523890527e+00;-6.475055511602330338e-02;-2.527190828385864840e+00;-3.487915308523980684e+00;-5.566807112936373869e-01
-2.492405545170423675e+00;-6.318768135843932932e+00;-1.045754947892777675e+00;-2.477779703504115805e+00;2.918605614674673610e-01;6.100872189919095412e-01;1.604812227739463582e-01;-1.415990492690778479e+00;-8.985297164843275564e-01;2.843297882964254675e-01;1.905337708351110049e+00;-9.878303986161666994e-02;-2.813923289883573098e+00;-3.371470352177826868e+00;5.262805613452338216e-01;-1.327850864547133414e+00;-2.151804100523281083e+00;-2.298692600457258539e+00;-9.495360041459387501e-01;-6.384502421861679267e+00;-2.495930019576443559e+00;1.160806780291090190e+00;-9.396062730794318973e-02;2.681839432854431049e+00;3.055939224693173362e+00;8.813800034293195473e-02;-1.427452659289053072e+00;-1.045441518175448392e+00;-9.663025484606669879e-01;-1.499370100512421145e+00;-1.643083998770391352e+00;6.653614526209886693e-01;-1.234799093311027995e+00;7.549900986068142084e-01;-1.991623564319747075e+00;1.003591957263120893e+00;-1.553762441575099906e+00;1.465958491610918513e+00;-2.831214400197720416e+00;2.761307954116694052e-01;1.792152875866153794e+00;-4.165514528972910746e+00;-1.167932620225318630e+00;4.037432401530003934e-01;3.686676832927521019e+00;2.093614330588799421e-01;-3.141944487608739900e-01
-5.765079763622205533e+00;-1.263330563460128708e+01;-8.346127731263715432e+00;-2.894556542555360434e-01;9.590600609907787288e-02;-8.723027378581534041e-02;-5.504933423190845332e-01;-5.701837801844314990e-01;1.908141071096996155e+00;5.356369018933867521e-01;2.823477511480756430e+00;-2.109189566987397679e+00;-9.161985520328529420e-01;-3.321537167408577851e+00;9.250684336559901189e-01;7.833383516552916426e-01;9.856047905207313553e-01;-5.004192320808271699e-01;-4.372202188957745039e-01;-1.498759405154285629e+00;-9.819987881911026451e-01;1.305378977329739953e+00;6.030570060725277681e-01;2.147229328923768055e+00;-8.161273293451374311e-01;-1.317409250663952036e-01;2.368083876733974691e+00;-1.160436415417549494e+00;-1.751933389271428831e+00;3.621071792623052898e-01;-4.130991392363965176e-01;-3.450649046083641425e-01;1.005237544718621256e+00;9.964773483759807871e-01;-5.161943866293304886e-03;-4.988261106097859887e-01;2.362707681964230755e+00;-2.782492623573451507e+00;-2.958086243134301352e-01;6.694552469131871408e-01;1.523921369981653839e+00;4.403599915557983024e-01;8.914889901217533108e-01;1.284049690672050437e+00;-1.276247636845962319e+00;3.782989006739148063e-01;-6.643507200846732186e-01
-2.139546835843107342e+00;8.257709385752221465e+00;-7.435356764692565790e+00;1.600424536921304375e+00;-1.630540700329211390e+00;6.035176032514461220e+00;1.283552210531846649e+00;-4.213057339193798434e+00;-3.148532563499359060e+00;-4.321232249628395472e+00;-2.424093044670986075e+00;-1.826017961517077293e+00;-2.862624349894522524e+00;-1.302193550825381907e+00;4.688607665386073098e-01;-1.489763168328040344e+00;1.302300365868350296e+00;-2.527591308932717773e+00;7.376258850966814773e-01;-1.353076092197456726e+00;-1.992770863428441785e+00;4.269885636062276113e+00;-1.252212016532400884e+00;-9.382882331363561201e-01;-3.680414965009992212e+00;-4.174862106977287879e-01;-1.772106058188154032e+00;5.752609879360058853e-01;2.699342531823542668e+00;1.494439549314028781e+00;-2.956132843279047906e-01;2.811404700120020639e+00;1.478690075457957276e+00;-4.690444312382439085e-01;1.550275895672564852e-01;-2.002282199421649977e+00;9.956908773673360802e-01;1.415469941549500454e+00;-1.603516138431925198e+00;-3.127287141105751456e+00;-4.106305475272538086e-01;-4.395310561703087981e-01;-7.571598774522526609e-01;1.138081865789808272e-01;-3.100305686827029117e+00;2.568911040953275382e+00;4.422256794403278235e+00
-2.668730378925515900e+00;-4.608736434883451416e+00;-5.375722878549122896e+00;5.236865893322621979e+00;3.813519684435389551e-02;1.089853929480567363e+00;9.712967967766272803e-01;-3.430804427287879488e+00;-2.375288456799088177e+00;6.458322017639466228e-01;4.249849571789291680e+00;3.080336181119434080e+00;-2.040899059020868100e-01;2.759992540334190281e+00;-1.993108060541925131e+00;-2.153556763039868649e+00;-3.321820246005324329e+00;-3.297154887137188517e+00;1.536348644930600527e+00;-5.366770936723386232e-01;-2.040715330340980849e+00;1.674065483454078240e+00;1.388442897856699387e+00;-4.157346897826402987e+00;-6.701113677855327078e-01;-1.537068644891842917e+00;5.333711492974133606e-01;-9.751553903328131767e-01;2.100276277441568418e+00;3.142079161493974149e-01;9.465656778829657503e-01;6.718671151778480288e-01;9.638953912483699815e-01;4.672684650191393785e-01;6.745064912108326149e-01;9.320454381929407228e-01;-2.147056236176402511e+00;2.918383778137253248e+00;-5.631013452048860835e-01;-1.601073057839251801e+00;-3.880676964724016020e+00;-2.191848322850120656e+00;2.023134496576328711e+00;2.557738869307257357e+00;-1.711051012694351892e+00;-1.345741469246809707e+00;3.819010964883549519e+00
-2.435294093573508789e+00;7.098537190286241305e+00;3.640933399850004193e+00;1.244855844374151976e+00;-8.317785619560840171e-01;6.698605732425504833e+00;-2.840676098453048581e+00;3.211036069481382760e-01;-2.835449974433180476e+00;-3.475753241477783195e+00;5.364516936973542371e-01;5.038761540912161330e+00;-4.701934984485592217e+00;6.319767239836212580e-01;7.374306996315478646e-02;1.191531806731176868e+00;3.980377336827226609e-01;1.384903642668192214e+00;1.300462867938656952e+00;-1.826984121146738860e-01;-8.993635912300784740e-02;2.306095526639999171e+00;-2.760281593608592487e+00;-1.060899810861129222e-01;1.855193925175693259e+00;4.967045550046098157e+00;-2.830693392595142299e+00;-2.232984504139115423e+00;-1.744962840980854635e+00;1.392180406353665356e+00;-2.152598782271330169e+00;-1.030735288976502462e+00;-3.586807827424431938e+00;1.120943111918343060e+00;4.016670840978951773e+00;-8.493131066831240972e-01;-4.151756072981070744e+00;-1.735870668629769520e-01;1.888063324525135034e+00;2.221246671963401642e+00;-2.051257276583218658e+00;-6.474732748662080928e-01;2.857280525501070478e+00;-1.702098393528848896e-01;-4.422115631523213963e+00;3.378298051286401371e+00;-3.324961240033989185e+00
