"log_id";"user";"currenttrial";"img";"goodanswer";"answer";"answerhistory";"isgoodanswer";"certitude";"certitudeHistory";"timestamp";"time"
"48";"16650343";"2";"265";"Basset";"[""Basset""]";"""[""Basset"",""Foxhound"",""Basset""]""";"1";"5";"""[""5""]""";"1669972703655";"76098"
"70";"16650343";"6";"270";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"7";"""[""7""]""";"1669972703655";"106899"
"13";"16650343";"0";"290";"Beagle";"[""Foxhound""]";"""[""Foxhound""]""";"0";"4";"""[""4""]""";"1669972703655";"12673"
"64";"16650343";"4";"291";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1669972703655";"100779"
"15";"16650343";"1";"293";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1669972703655";"17125"
"65";"16650343";"5";"301";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1669972703655";"103818"
"57";"16650343";"3";"303";"Foxhound";"[""Foxhound""]";"""[""Beagle"",""Foxhound""]""";"1";"5";"""[""5""]""";"1669972703655";"93864"
"75";"16650343";"7";"304";"Foxhound";"[""Foxhound""]";"""[""Foxhound""]""";"1";"5";"""[""5""]""";"1669972703655";"113473"
"331";"69440967";"2";"95";"Basset";"[""Beagle""]";"""[""Beagle""]""";"0";"6";"""[""6""]""";"1669974669637";"29518"
"340";"69440967";"6";"100";"Basset";"[""Beagle""]";"""[""Beagle""]""";"0";"7";"""[""7""]""";"1669974669637";"52557"
"324";"69440967";"0";"138";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1669974669637";"9007"
"336";"69440967";"4";"139";"Beagle";"[""Foxhound""]";"""[""Foxhound""]""";"0";"3";"""[""3""]""";"1669974669637";"43077"
"334";"69440967";"3";"143";"Foxhound";"[""Basset""]";"""[""Basset""]""";"0";"5";"""[""5""]""";"1669974669637";"36203"
"329";"69440967";"1";"145";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1669974669637";"17955"
"342";"69440967";"7";"148";"Foxhound";"[""Basset""]";"""[""Basset""]""";"0";"5";"""[""5""]""";"1669974669637";"56033"
"339";"69440967";"5";"153";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1669974669637";"49419"
"113";"253843094";"1";"9";"Epagneul Breton";"[""Basset""]";"""[""Basset""]""";"0";"4";"""[""5"",""4""]""";"1669972869194";"91915"
