1.006586049335381006e+01;-5.954722840068122913e+00;-4.285271574369654779e+00;1.849886203130881812e+00;-2.744115897502145351e+00;-9.017111827303921245e+00;1.102796275413618243e+00;1.858788689077641443e-01;1.881211118094429535e+00;-3.567163510251439629e+00;4.020877775252499120e+00;-4.602218911493805464e+00;-1.687522329478221339e+00;5.896498075992370191e-01;-4.825528471361199001e-01;-1.808763630682382217e+00;2.679804348926268509e-01;-2.971003272079041135e+00;1.134475250101742994e+00;-1.430107085984328730e-01;7.162869833989719826e-03;-1.205883541507293710e+00;-2.449566164545080582e+00;-6.587221937684417661e-01;-8.949901561614639345e-01;1.342138879334555002e+00;-5.108631103982129718e-01;5.384557795726431229e-01;4.721425744287865434e-01;1.378773956041600579e+00;-4.833069649600185147e-01;-1.130533968538053990e+00;-2.492239920251148599e-01;-1.479935215193959597e-01;-3.893631506107346207e-01;-2.901288730672188176e+00;1.644133358794969135e-01;1.697263038014227066e+00;-3.262640382749901757e-01;3.284679614579308904e-01;-3.415649990229880917e-01;-9.282193485510206177e-01;-2.549510505822607076e+00
2.679208212545060253e+00;1.298404734725957077e+01;3.016482140765671893e+00;-4.041303569757104697e+00;-7.999754964605095608e+00;-4.407946102347667150e+00;3.355792185309135700e+00;1.527359647837032153e+00;-2.856981111607389323e+00;-3.797174430329092409e+00;-1.431713095343077002e+00;-9.584016251208653525e-01;5.909740715206112105e-01;1.471842048012498516e+00;1.445872912472097926e+00;-1.304537592805219415e-01;-2.965131562048292646e-01;-3.234186195647367867e+00;-2.177201292858247372e-01;2.803182197116325547e+00;2.020134045652784149e-01;3.017453335804466175e+00;-5.164747590333477190e-01;1.586481034577508886e+00;4.856053599993758740e-01;4.138823182924299404e-01;-2.839021039908987132e-01;1.040283218672134913e+00;-1.998222498073279896e+00;-6.361974492128084080e-01;2.183932874137653357e+00;2.555642458866405620e-01;-5.631464398463691401e-01;6.750523253285206637e-01;1.304017751460380348e+00;-2.323673758622286367e-01;-8.832955964715291097e-01;-1.681481368811352795e+00;1.530204226757883035e-01;-9.561989414363484263e-01;-6.016128649500965819e-01;3.377362826824314435e-01;-4.000210503572123599e-01
1.055258070829387940e+01;-4.122277629073086702e-01;-1.286647002798821271e+00;-3.514519300097803001e+00;6.009661851288266909e+00;6.219298897095729473e+00;3.262113976756957801e+00;-7.621982406549816513e-01;-4.564086787555697855e-01;2.912866146765727304e+00;3.185250402734427055e+00;7.210528765422682396e-01;-1.642241486530197969e+00;1.230556838463966497e-02;-2.535222739329337505e-01;6.776469641600731286e+00;7.480723784367918627e-01;-2.878729633237243402e+00;-4.936343442522690417e+00;-1.074179935417821419e+00;3.839317541346826679e-01;4.761490623823099733e-01;7.845791534306850501e+00;-8.674248592467618257e-01;1.976934411002706726e+00;1.226710018510485778e+00;-3.642882153653822508e-01;-2.708593927964883186e+00;7.360762093716083365e-01;-7.157040155969871531e-01;8.997347031151797792e-01;-2.210646458666947645e+00;-2.160721527492034610e+00;-2.776152313606321531e+00;-4.576639480107972391e-01;-8.561621833144029692e-01;2.100529362324393023e+00;-1.569148434596797426e+00;-1.964822286074783264e+00;1.936647005253558040e+00;6.779239696691604644e-01;-7.004727484376479518e-01;5.972839963109151107e-01
2.812532502879887097e+00;1.735931305025822979e+01;2.829067233198859554e+00;4.956311772639791502e-01;-6.024536975794952731e+00;-5.842703864292561056e-01;-1.912476066063288460e+00;-1.079958209564457983e+00;1.535809215525765659e+00;9.319444374119018049e-01;1.719255556121596529e+00;5.441608651386348194e-01;-5.478337424912873566e-01;2.180398934125064858e-01;-1.637548997674691087e+00;-1.337201056885786998e-01;-1.190222436314080090e+00;5.151828047064814786e-01;9.644483763703468604e-01;1.191016342460214927e+00;2.399790804908788378e+00;3.967103295445368882e-01;-3.064409632298084052e+00;5.623149673358195377e-01;9.105066891362616488e-01;1.090445056637985716e-01;3.675263536729229674e-01;-2.289495882016785888e+00;8.284382726129238539e-02;2.328778473713009056e-01;-1.251246023282408748e+00;1.071782260196847691e-01;3.197329696677503996e+00;2.455571093011577499e+00;-2.538140490137872907e-01;-2.203232661294791672e+00;-3.192243973625671360e-01;2.447609462747517006e-01;-9.835274664832107661e-01;2.205067588343778417e-01;-1.267245538737411970e+00;2.048375566846619034e+00;8.688882481949340431e-01
-2.387086832402687264e+00;-8.864180148286052940e+00;7.011536921476517747e+00;-1.933576229172264682e+00;-5.984306881100571296e+00;-4.060554721575035053e+00;4.924800933543997061e+00;2.571222429774056017e-01;5.796590075619967308e-01;-1.763799346913240695e+00;5.701739589385648621e+00;-9.710727071175091485e-01;2.670587585309208478e+00;1.777052552943365393e+00;4.780651994794932413e+00;-5.432867011086480957e+00;-2.699307162747936584e+00;1.687635693954676608e+00;6.795805951273913292e-01;-4.360237652768743644e-01;-6.660267986976309285e-01;-6.175629668047931675e-01;2.747764629191870589e-01;2.275329980841252819e+00;3.655655675880106426e+00;-6.095938368245356065e-01;-2.092563739924801158e+00;-1.450051720424040402e+00;2.747543185026910084e+00;2.388366159392903421e-01;1.085065201190847511e-01;1.649432118102035716e+00;-3.015306304538611482e+00;3.317578746284683078e+00;7.915780476087300732e-01;-4.389006644718893568e+00;7.846303939331267241e-01;2.537144298769299589e+00;6.782761732805940857e-01;-7.525014845991408186e-02;6.935996153033350264e-01;-1.114615502441176909e-01;4.146512334690246604e-01
-9.844511693893343462e+00;2.561001462794814998e+00;-4.838543815928813885e+00;-1.490263836981051693e+00;5.915839311903765996e+00;-4.325802743059791844e+00;-1.397791707968217167e+00;3.169261353651515178e-01;4.757021597726358020e-01;2.759610188343965653e+00;7.095369033055894947e-01;4.021649167654370416e+00;-2.160387750696766140e-01;5.561334665163347957e+00;-3.227634366260472287e-01;1.696847258324067242e+00;6.278423095157464884e-01;-6.426180529290381749e-01;1.467506818011419023e+00;3.496469712417244469e-01;-5.515670791307917264e-01;-3.420911123903672135e-01;2.550801982432808201e-01;1.043677943892467264e+00;1.621690811495777040e-01;-1.825952271110925285e+00;2.362940054122722344e+00;-9.242851970839678355e-01;4.945132072397629974e-01;-6.779884386997575563e-01;-1.189842816742435749e+00;-1.462814626001758933e+00;1.004243358047349544e+00;2.887034481032251687e+00;2.820465083094967351e-01;-9.411939085429078533e-01;-4.123090882197100182e-01;2.047368734544690039e+00;-1.816770017530929537e-01;-2.191581368252889739e+00;-2.406635774942927242e+00;1.664489536142504944e+00;-1.924442628049407800e+00
-1.000369382447615330e+01;5.193179168214575370e+00;1.291503098215237344e+00;-3.943926415094099802e+00;7.542645457661716790e+00;-2.324180812960522854e-02;1.261556864886780316e+00;-2.468426345899250141e+00;1.832628036772033786e+00;1.590678573017122455e+00;4.325534441631594951e-01;7.091916787045831061e-01;9.318751832543180624e-01;3.693874287595627415e+00;-1.474850970979189269e+00;-4.244744990121515293e+00;-1.943924374413575240e+00;-2.109540086019757177e-01;-9.946326210863042361e-01;4.817492496079430531e+00;1.059804159429158510e+00;-3.910971533919270104e+00;-3.463994860247694985e-01;-2.975401247979767572e-01;-1.152096682527690819e+00;-8.254274789339929863e-02;3.384326791560675396e+00;2.775803510143734165e+00;1.808558044967249367e+00;-2.412531835058917995e+00;5.075773409014522342e-01;3.229552417416877041e+00;2.519108733678071532e-01;-4.288389753090206646e+00;-2.083069917324862352e+00;4.837585798866864129e-01;7.107708611378561470e-01;5.413653727336145138e-01;6.866680983192497978e-01;-7.001658244830039068e-02;-4.396526391730734007e-01;-8.813322827461393671e-02;2.807825944903330484e+00
1.219432970757780010e+00;-5.311638433997643460e+00;1.482894871393169645e+01;-9.285997513875816622e+00;2.340646722281046088e+00;9.254130572435478319e-01;-2.157760497930486743e+00;-4.520039215420061374e-01;-9.786657622097010290e-01;2.469327436722509983e+00;-1.708459358063797229e+00;2.401766684455103551e+00;-2.251592426889831966e+00;-3.430551176209958864e-01;-2.478598148142121538e+00;2.884409492310832324e+00;-8.709918385806673935e-02;1.193846447709983494e+00;-9.453354191870800838e-01;7.194293826725791652e-01;-1.126134409207515674e-01;1.065659916552840203e+00;1.196193908667136707e+00;-1.780682832731124599e+00;-1.484462758631929002e+00;-8.135296652979226995e-01;2.547887807306228880e-01;9.051936868236393208e-02;-1.548265554646575337e+00;5.607102564274291101e-01;5.604311825948564418e-02;6.650459994413752129e-01;-2.710017787035443604e-01;1.051609241704179576e+00;-9.710221914335511739e-01;-1.804706480579678418e+00;-1.878309718524013405e+00;3.460848828588706017e+00;-1.414437151845007179e+00;-1.671067529391114581e+00;-1.316390773205909692e+00;-2.090604563594167686e+00;-6.292164099641111008e-01
-3.947839527954989602e+00;-7.675028208089478277e+00;1.045965248996038000e+01;8.231983848639788937e-01;-5.991324599865485823e+00;6.455719533832320334e-01;4.035936231965116527e-01;4.982738026426004052e-01;5.134536112390958529e+00;2.192693566758870727e+00;1.776407575893789170e+00;3.203660865511031020e-01;2.439173923746400519e+00;-9.471029022210318837e-01;2.650713482279774436e+00;9.038480453918117108e-02;-9.903901570797567500e-01;1.611801622952911961e+00;-1.377816882410764610e+00;7.278319028073589880e-01;1.450918982299187476e+00;3.585018550298894047e-01;2.864296506610597981e-01;5.896394664276884967e-01;1.479306355175033394e+00;1.488541209665731557e+00;7.102785472508686970e-01;6.624207981243543930e-01;-1.207168003083273877e+00;-6.888618452838473072e-01;-1.371374437551398318e+00;2.745292646555211213e+00;-9.236064997071859184e-02;-8.800384247509639435e-01;7.352478899247755217e-01;7.720272903502991557e-01;4.326955859381773628e+00;-2.953642529110490078e-01;2.457112728809926150e+00;-9.766957088702290513e-01;-1.205480610711552047e-01;6.636062446655359437e-02;8.825283307901876650e-02
7.901399488634748280e+00;-2.868573919411679274e+00;3.681402151400897105e-01;2.551036574875072294e+00;-1.850185974067692696e+00;3.430792085423010729e+00;-1.662077795699513194e+00;4.967409594049201793e+00;-8.957902989839873487e-02;4.525462474546205094e+00;-2.101539827656174531e+00;-9.247678843723327047e-01;-1.609385161796399177e-01;1.444910576371525535e+00;1.925751342702544777e+00;-2.473460030019920541e+00;-5.654763575942620690e-01;2.882229770129295154e+00;2.543629710513665376e+00;-3.262515180417722149e+00;1.123295472829356711e+00;8.691491529953553341e-01;-1.054938219176213776e+00;7.421206205788206667e-01;-2.463473944953184225e-01;-8.356648385104382681e-01;-1.920468869873407591e+00;1.455216905717803266e+00;-1.927877895690103260e+00;1.318233471437420867e+00;9.969748256771154837e-01;-1.483818113508808878e+00;1.201478852462243507e+00;-7.577822597291844486e-01;2.253781484527953349e+00;7.036879315131329138e-01;-8.334357874675263345e-01;2.323397369038005256e-01;1.206939184022916001e+00;1.467673812755973417e+00;4.464834902467745836e-01;1.590125018831096915e+00;-2.983119780976843494e+00
